"Name of institution";"Type of institution - 1. Level";"Type of institution - 2. Level";"Type of institution - 3. Level";"Address main location: Street No.";"Address main location: Postal code";"Address main location: City";"Web address";"Count of employees [1]";"Foundation year";Twitter;"Profile text";"Secondary locations";"Keywords [2]"
"Senckenberg Gesellschaft für Naturforschung | Leibniz Institution for Biodiversity and Earth System Research";"Außeruniversitäre Forschungseinrichtungen";Leibniz-Gemeinschaft;;"Senckenberganlage 25";60325;"Frankfurt am Main";www.senckenberg.de;850;1817;https://twitter.com/https://x.com/senckenberg;"Die Senckenberg Gesellschaft für Naturforschung ist die größte Einrichtung der Leibniz-Gemeinschaft. Sie wurde 1817 von Frankfurter Bürgern begründet und versteht sich auch heute als „Bürger*innengesellschaft“, getragen von über 7.400 Mitgliedern. Seit mehr als 200 Jahren erforschen Senckenberg-Wissenschaftlerinnen und Wissenschaftler das System Erde-Mensch, wir betreiben eine „integrative Geobiodiversitätsforschung“. Dahinter steht das ehrgeizige Ziel, die Natur mit ihrer schier unendlichen Vielfalt zu verstehen, um sie als Lebensgrundlage für künftige Generationen zu erhalten und nachhaltig zu nutzen. Im Kampf gegen die globalen Herausforderungen, sei es der Klimawandel oder Artensterben, bieten wir im Dialog mit der Gesellschaft Lösungsansätze.";"Weimar, Gelnhausen, Müncheberg, Dresden, Messel, Hamburg, Schöningen, Görlitz, Wilhelmshaven, Tübingen, Frankfurt am Main";"Geowissenschaften und zugehörige (Umwelt-)Wissenschaften, Biologie"
"Sigmund-Freud-Institut (SFI)";"Landeseinrichtungen mit FuE-Aufgaben";"Landeseinrichtungen mit FuE-Aufgaben";Hessen;"Myliusstraße 20";60323;"Frankfurt am Main";www.sfi-frankfurt.de;50;1960;;"Das SFI ist ein Forschungsinstitut für Psychoanalyse und ihre Anwendungen in Frankfurt am Main. Zentrale Aufgaben des Instituts sind Forschung sowie Förderung der Early Career Researcher mit Blick auf die wissenschaftliche Untersuchung von Psyche und Gesellschaft in den psychoanalytisch orientierten soziologisch-sozialpsychologischen, psychologischen und medizinischen Abteilungen der Einrichtung. Forschungen der soziologisch-sozialpsychologischen, der psychologischen und der medizinisch-psychoanalytischen Bereiche untersuchen die Dynamik des Psychischen auch mit Blick auf die Wechselwirkungen von Gesellschaft und Individuum. In dieser Verbindung leistet das Institut einen einzigartigen Beitrag zur Erforschung von Kultur und Psyche.";;
"Sorbisches Institut e. V. / Serbski Institut z. t.";"Landeseinrichtungen mit FuE-Aufgaben";"Landeseinrichtungen mit FuE-Aufgaben";Sachsen;"Bahnhofstraße 6";02625;Bautzen/Budyšin;www.serbski-institut.de;70;1992;https://twitter.com/https://x.com/serbskiinstitut;"Das Sorbische Institut/Serbski institut erforscht die Sprache, Geschichte und Kultur der Sorben (Wenden) in der Ober- und der Niederlausitz in Vergangenheit und Gegenwart. Es sammelt und archiviert die dafür notwendigen Materialien, bereitet sie für die Forschung auf und macht sie zugleich der Öffentlichkeit zugänglich. Darüber hinaus richten sich die vielfach interdisziplinären Forschungen des Instituts auf die aktuelle Situation, die Spezifik und den Vergleich kleiner Sprachen und Kulturen in Europa.";"Cottbus / Chóśebuz";"Geschichte und Archäologie, Sprachen und Literatur, Kunst (bildende Kunst, Kunstgeschichte, darstellende Kunst, Musik), Andere Geisteswissenschaften"
"Soziologisches Forschungsinstitut Göttingen (SOFI) e. V.";"Landeseinrichtungen mit FuE-Aufgaben";"Landeseinrichtungen mit FuE-Aufgaben";Niedersachsen;"Friedländer Weg 31";37085;Göttingen;www.sofi.uni-goettingen.de;60;1968;https://twitter.com/https://x.com/SOFI_Goettingen;"Das Soziologische Forschungsinstitut Göttingen (SOFI) e. V. wurde 1968 gegründet. Die Rechtsform ist ein gemeinnütziger Verein. Das SOFI ist ein An-Institut der Universität Göttingen. Es erhält eine Grundfinanzierung des Landes Niedersachsen, der weit überwiegende Teil der Finanzierung wird als Drittmittel eingeworben. Im Institut sind rund 60 Personen tätig. Das SOFI forscht zu den Themen Arbeit, öffentliche Güter und sozialer Zusammenhalt. In den Projekten werden Fragen der Digitalisierung und der Ungleichheit ebenso behandelt wie die sozialen und räumlichen Auswirkungen der ökologischen Transformation.";;Soziologie
"SRH Berlin University of Applied Sciences";Hochschulen;Fachhochschulen/HAW;"privat, staatlich anerkannt";"Ernst-Reuter-Platz 10";10587;Berlin;www.srh-berlin.de;;2002;;;;
"SRH Fernhochschule - The Mobile University";Hochschulen;Fachhochschulen/HAW;"privat, staatlich anerkannt";"Kirchstraße 26";88499;Riedlingen;www.mobile-university.de;;1996;;;;
"SRH Hochschule für Gesundheit";Hochschulen;Fachhochschulen/HAW;"privat, staatlich anerkannt";"Neue Straße 28 - 30";07548;Gera;www.srh-gesundheitshochschule.de;;2007;;;;
"SRH Hochschule Heidelberg - Staatlich anerkannte Fachhochschule";Hochschulen;Fachhochschulen/HAW;"privat, staatlich anerkannt";"Ludwig-Guttmann-Str. 6";69123;Heidelberg;www.hochschule-heidelberg.de;;1969;;;;
"SRH Hochschule in Nordrhein-Westfalen";Hochschulen;Fachhochschulen/HAW;"privat, staatlich anerkannt";"Platz der Deutschen Einheit 1";59065;Hamm;www.srh-hochschule-nrw.de;;2005;;;;
"SRH Wilhelm Löhe Hochschule";Hochschulen;Fachhochschulen/HAW;"privat, staatlich anerkannt";"Merkurstraße 19, Südstadtpark";90763;Fürth;www.srh-hochschule-fuerth.de;;;;;;
"Staatliche Akademie der Bildenden Künste Karlsruhe";Hochschulen;"Künstlerische Hochschulen";öffentlich-rechtlich;"Reinhold-Frank-Straße 67";76133;Karlsruhe;www.kunstakademie-karlsruhe.de;;1854;;;;
"Staatliche Akademie der Bildenden Künste Stuttgart";Hochschulen;"Künstlerische Hochschulen";öffentlich-rechtlich;"Am Weißenhof 1";70191;Stuttgart;www.abk-stuttgart.de;;1761;;;;
"Staatliche Hochschule für Gestaltung Karlsruhe";Hochschulen;"Künstlerische Hochschulen";öffentlich-rechtlich;"Lorenzstr. 15";76135;Karlsruhe;www.hfg-karlsruhe.de;;1992;;;;
"Staatliche Hochschule für Musik Trossingen";Hochschulen;"Künstlerische Hochschulen";öffentlich-rechtlich;"Schultheiß-Koch-Platz 3";78647;Trossingen;www.hfm-trossingen.de;;1944;;;;
"Staatliche Hochschule für Musik und Darstellende Kunst Mannheim";Hochschulen;"Künstlerische Hochschulen";öffentlich-rechtlich;"N 7, 18";68161;Mannheim;www.muho-mannheim.de;;1971;;;;
"Staatliche Hochschule für Musik und Darstellende Kunst Stuttgart";Hochschulen;"Künstlerische Hochschulen";öffentlich-rechtlich;"Urbanstraße 25";70182;Stuttgart;www.hmdk-stuttgart.de;;1857;;;;
"Staatsinstitut für Familienforschung an der Universität Bamberg (ifb)";"Landeseinrichtungen mit FuE-Aufgaben";"Landeseinrichtungen mit FuE-Aufgaben";Bayern;"Heinrichsdamm 4";96047;Bamberg;www.ifb.bayern.de;15;1994;https://twitter.com/https://x.com/ifb_bamberg;"Das Staatsinstitut für Familienforschung an der Universität Bamberg (ifb) ist in Deutschland das einzige sozialwissenschaftliche Forschungsinstitut, das sich ausschließlich der Familienforschung widmet. Das Forschungsteam am ifb ist interdisziplinär aufgestellt und untersucht die Lebensbedingungen von Familien und deren Bedürfnisse, wie Familienleben gestaltet wird und wie sich die Lebensumstände und Lebensweisen von Familien verändern. Das ifb wurde 1994 als wissenschaftlich unabhängiges Institut gegründet. Es ist sowohl eine nachgeordnete Behörde des Bayerischen Staatsministeriums für Familie, Arbeit und Soziales als auch ein An-Institut der Otto-Friedrich-Universität Bamberg.";;"Soziologie, Andere Sozialwissenschaften"
"Staatsinstitut für Frühpädagogik und Medienkompetenz (IFP)";"Landeseinrichtungen mit FuE-Aufgaben";"Landeseinrichtungen mit FuE-Aufgaben";Bayern;"Winzererstraße 9";80797;München;www.ifp.bayern.de;80;1973;;"Das Staatsinstitut für Frühpädagogik und Medienkompetenz mit Sitz in München und Amberg ist eine wissenschaftliche Einrichtung des Freistaats Bayern und nachgeordnete Behörde des Bayerischen Staatsministeriums für Familie, Arbeit und Soziales. Aufgabe ist die Weiterentwicklung der Frühpädagogik im Hinblick auf die frühkindliche und digitale Bildung. Es entwickelt und überprüft Maßnahmen zur Unterstützung einer inklusiven Praxis in Kindertageseinrichtungen und zur Zusammenarbeit mit Familie, Schule und anderen Einrichtungen sowie zur Unterstützung der Aus-, Fort-, und Weiterbildung des Fachpersonals. Das IFP wirkt an den Schnittstellen von Politik, Administration und pädagogischen Fachkräften und vermittelt zwischen Wissenschaft und Praxis.";Amberg;Erziehungswissenschaften
"Steinbeis-Hochschule Berlin";Hochschulen;Universitäten;"privat, staatlich anerkannt";"Ernst-Augustin-Str. 15";12489;Berlin;www.steinbeis-hochschule.de;;1998;;;;
"Steuerakademie Niedersachsen";Hochschulen;Verwaltungshochschulen;öffentlich-rechtlich;"Bahnhofstraße 5";31707;"Bad Eilsen";www.steuerakademie.niedersachsen.de;;2006;;;;
"Stiftelsen Fraunhofer Chalmers Centrum för Industriematematik – Fraunhofer-Chalmers Research Centre for Industrial Mathematics FCC";"Außeruniversitäre Forschungseinrichtungen";Fraunhofer-Gesellschaft;"Selbstständige Fraunhofer-Auslandsgesellschaften und deren Center im Ausland";"Chalmers Science Park";412 88;Gothenburg;www.fcc.chalmers.se;80;2001;;"Das Fraunhofer-Chalmers Centre wurde 2001 in Form einer gemeinnützigen Stiftung schwedischen Rechts mit Sitz in Göteborg gegründet. Arbeitsschwerpunkte des FCC sind Geometrie und Bewegungsplanung, Computational Engineering und System- und Datenanalyse. Die Arbeiten in diesen Bereichen konzentrieren sich auf Modellierung, Simulation, Optimierung und Datenanalyse von Produkten und Prozessen wie z. B. die Bewegungsplanung von Robotern, Oberflächenbehandlung und flexible Bauteile. Zu den Partnern und Kunden des Instituts zählen vor allem Unternehmen der Automobil-, Fertigung-, Pharma-, Papier- und Elektronikbranche.";;"Mathematik, Informatik und Informationswissenschaften, Elektrotechnik, Elektronik, Informationstechnik, Maschinenbau, Medizintechnik"
"Stiftung der Deutschen Wirtschaft (sdw) gGmbH";"FuE-unterstützende Organisationen und Einrichtungen";Förderorganisationen;;"Haus der Deutschen Wirtschaft, Breite Straße 29";10178;Berlin;www.sdw.org;90;1994;https://twitter.com/https://x.com/sdw_Stiftung;"Die Stiftung der Deutschen Wirtschaft (sdw) setzt sich für eine Gesellschaft ein, in der junge Menschen unabhängig von ihrer sozialen oder ethnischen Herkunft ihr Potenzial entfalten können. Bundesweit fördert die Stiftung gemeinsam mit Partnern aus Arbeitgeberverbänden, Unternehmen, unternehmensnahen Stiftungen sowie Bundes- und Landesministerien Kinder, Jugendliche und junge Erwachsene. Mit unseren passgenauen Angeboten stärken wir junge Menschen, ihren Bildungs- und Berufsweg erfolgreich zu gestalten und ihre Talente zu entfalten. Neben der individuellen Unterstützung festigen unsere Programme Eigeninitiative und Verantwortungsbewusstsein und tragen zu mehr Chancengerechtigkeit im Bildungssystem bei.";;
"Stiftung Schleswig-Holsteinische Landesmuseen Schloss Gottorf";"Landeseinrichtungen mit FuE-Aufgaben";"Landeseinrichtungen mit FuE-Aufgaben";Schleswig-Holstein;"Schlossinsel 1";24837;Schleswig;www.landesmuseen.sh;200;1999;;"Die Stiftung Schleswig-Holsteinische Landesmuseen Schloss Gottorf ist der bedeutendste Museumsverbund des Landes Schleswig-Holstein. Sie versteht sich als Botschafter der Kultur für und in Schleswig-Holstein. Unter dem Dach der Stiftung Schleswig-Holsteinische Landesmuseen befinden sich das Museum für Archäologie Schloss Gottorf und das Museum für Kunst und Kulturgeschichte Schloss Gottorf. Ebenfalls in Schleswig zu finden: der Gottorfer Riesenglobus sowie der Barockgarten. Nicht weniger prominent sind das Wikinger Museum Haithabu und das Freilichtmuseum Molfsee – Landesmuseum für Volkskunde. Eine feste Größe im Land sind auch das Jüdische Museum in Rendsburg, das Eisenkunstguss Museum Büdelsdorf sowie das Kloster Cismar.";Molfsee;
"Stiftung Tierärztliche Hochschule Hannover";Hochschulen;Universitäten;öffentlich-rechtlich;"Bünteweg 2";30559;Hannover;www.tiho-hannover.de;;1778;;;;
"Stiftung Wissenschaft und Politik (SWP) – Deutsches Institut für Internationale Politik und Sicherheit";Ressortforschungseinrichtungen;"Kontinuierliche Zusammenarbeit mit FuE-Einrichtungen";;"Ludwigkirchplatz 3/4";10719;Berlin;www.swp-berlin.org;"ca. 200";1962;https://twitter.com/https://x.com/SWPBerlin;"Die SWP ist eine unabhängige wissenschaftliche Einrichtung, die auf der Grundlage eigener praxisbezogener Forschung politische Entscheidungsträgerinnen und -träger in Fragen der Außen- und Sicherheitspolitik bzw. der internationalen Politik berät. In diesem Themenfeld ist sie einer der größten Thinktanks Europas. Die Wissenschaftlerinnen und Wissenschaftler der SWP beraten vor allem den Deutschen Bundestag und die Bundesregierung sowie politische Entscheidungsträgerinnen und -träger in für Deutschland wichtigen internationalen Organisationen, vor allem in der EU, der NATO und den Vereinten Nationen.";Brüssel;"Volks- und Betriebswirtschaftslehre, Soziologie, Rechtswissenschaften, Politikwissenschaften"
"Stiftung Zentrum für Türkeistudien und Integrationsforschung (ZfTI)";"Landeseinrichtungen mit FuE-Aufgaben";"Landeseinrichtungen mit FuE-Aufgaben";Nordrhein-Westfalen;"Altendorfer Straße 3";45127;Essen;www.zfti.de;19;2001;;"Das Zentrum für Türkeistudien und Integrationsforschung (ZfTI) ist eine Stiftung des Landes Nordrhein-Westfalen, Institut an der Universität Duisburg-Essen und dort verbunden mit dem Interdisziplinären Zentrum für Integrations- und Migrationsforschung (InZentIM). Das Institut betreibt grundlagen- und anwendungsorientierte Forschung zu den Themen Migration und Integration.";;"Psychologie und Kognitionswissenschaft, Volks- und Betriebswirtschaftslehre, Erziehungswissenschaften, Soziologie, Politikwissenschaften"
"Technische Hochschule Aschaffenburg";Hochschulen;Fachhochschulen/HAW;öffentlich-rechtlich;"Würzburger Straße 45";63743;Aschaffenburg;www.th-ab.de;;1995;;;;
"Technische Hochschule Bingen";Hochschulen;Fachhochschulen/HAW;öffentlich-rechtlich;"Berlinstraße 109";55411;Bingen;www.th-bingen.de;;1897;;;;
"Technische Hochschule Brandenburg";Hochschulen;Fachhochschulen/HAW;öffentlich-rechtlich;"Magdeburger Straße 50";14770;Brandenburg;www.th-brandenburg.de;;1992;;;;
"Technische Hochschule Deggendorf";Hochschulen;Fachhochschulen/HAW;öffentlich-rechtlich;"Dieter-Görlitz-Platz 1";94469;Deggendorf;www.th-deg.de;;1994;;;;
"Technische Hochschule Georg Agricola";Hochschulen;Fachhochschulen/HAW;"privat, staatlich anerkannt";"Herner Straße 45";44787;Bochum;www.thga.de;;1816;;;;
"Technische Hochschule Ingolstadt";Hochschulen;Fachhochschulen/HAW;öffentlich-rechtlich;"Esplanade 10";85049;Ingolstadt;www.thi.de;;1994;;;;
"Technische Hochschule Köln";Hochschulen;Fachhochschulen/HAW;öffentlich-rechtlich;"Claudiusstraße 1";50678;Köln;www.th-koeln.de;;1971;;;;
"Technische Hochschule Lübeck";Hochschulen;Fachhochschulen/HAW;öffentlich-rechtlich;"Mönkhofer Weg 239";23562;Lübeck;www.th-luebeck.de;;1808;;;;
"Technische Hochschule Mittelhessen - THM";Hochschulen;Fachhochschulen/HAW;öffentlich-rechtlich;"Wiesenstraße 14";35390;Gießen;www.thm.de;;1971;;;;
"Technische Hochschule Nürnberg Georg Simon Ohm";Hochschulen;Fachhochschulen/HAW;öffentlich-rechtlich;"Keßlerplatz 12";90489;Nürnberg;www.th-nuernberg.de;;1823;;;;
"Technische Hochschule Ostwestfalen-Lippe ";Hochschulen;Fachhochschulen/HAW;öffentlich-rechtlich;"Campusallee 12";32657;Lemgo;www.th-owl.de;;1971;;;;
"Technische Hochschule Rosenheim";Hochschulen;Fachhochschulen/HAW;öffentlich-rechtlich;"Hochschulstraße 1";83024;Rosenheim;www.th-rosenheim.de;;1971;;;;
"Technische Hochschule Ulm";Hochschulen;Fachhochschulen/HAW;öffentlich-rechtlich;"Prittwitzstraße 10";89075;Ulm;www.thu.de;;1960;;;;
"Technische Hochschule Wildau";Hochschulen;Fachhochschulen/HAW;öffentlich-rechtlich;"Hochschulring 1";15745;Wildau;www.th-wildau.de;;1991;;;;
"Technische Universität Bergakademie Freiberg";Hochschulen;Universitäten;öffentlich-rechtlich;"Akademiestraße 6";09599;Freiberg;tu-freiberg.de;;1765;;;;
"Technische Universität Berlin";Hochschulen;Universitäten;öffentlich-rechtlich;"Straße des 17. Juni 135";10623;Berlin;www.tu.berlin;;1879;;;;
"Technische Universität Carolo-Wilhelmina zu Braunschweig";Hochschulen;Universitäten;öffentlich-rechtlich;"Universitätsplatz 2";38106;Braunschweig;www.tu-braunschweig.de;;1745;;;;
"Technische Universität Chemnitz";Hochschulen;Universitäten;öffentlich-rechtlich;"Straße der Nationen 62";09111;Chemnitz;www.tu-chemnitz.de;;1836;;;;
"Technische Universität Clausthal";Hochschulen;Universitäten;öffentlich-rechtlich;"Adolph-Roemer-Straße 2 A";38678;Clausthal-Zellerfeld;www.tu-clausthal.de;;1775;;;;
"Technische Universität Darmstadt";Hochschulen;Universitäten;öffentlich-rechtlich;"Karolinenplatz 5";64289;Darmstadt;www.tu-darmstadt.de;;1877;;;;
"Technische Universität Dortmund";Hochschulen;Universitäten;öffentlich-rechtlich;"August-Schmidt-Straße 4";44227;Dortmund;www.tu-dortmund.de;;1968;;;;
"Technische Universität Dresden";Hochschulen;Universitäten;öffentlich-rechtlich;"Mommsenstraße 11";01069;Dresden;tu-dresden.de;;1828;;;;
"Technische Universität Hamburg";Hochschulen;Universitäten;öffentlich-rechtlich;"Am Schwarzenberg-Campus 3 (E)";21073;Hamburg;www.tuhh.de;;1978;;;;
"Technische Universität Ilmenau";Hochschulen;Universitäten;öffentlich-rechtlich;"Ehrenbergstraße 29";98693;Ilmenau;www.tu-ilmenau.de;;1894;;;;
"Technische Universität Kaiserslautern";Hochschulen;Universitäten;öffentlich-rechtlich;"Gottlieb-Daimler-Straße 47";67663;Kaiserslautern;www.uni-kl.de;;1970;;;;
"Technische Universität München";Hochschulen;Universitäten;öffentlich-rechtlich;"Arcisstraße 21";80333;München;www.tum.de;;1868;;;;
